GEOID20,District0,District1,District2,District3,District4,District5,District6,District7
360290046011003,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046011004,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046011005,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046011006,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046011007,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012000,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012001,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012002,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012003,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012004,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012005,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012006,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012007,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046012008,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013000,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013001,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013002,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013003,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013004,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013005,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013006,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013007,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013008,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013009,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046013010,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014000,18.0,31.0,42.0,56.0,81.0,110.0,154.0,178.0
360290046014001,18.0,31.0,42.0,56.0,81.0,110.0,154.0,178.0
360290046014002,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014003,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014004,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014005,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014006,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014007,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014008,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014009,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014010,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014011,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290046014012,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290047011000,18.0,32.0,42.0,56.0,81.0,109.0,159.0,174.0
360290047011001,18.0,32.0,42.0,56.0,81.0,109.0,154.0,174.0
360290047011002,18.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047011003,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047011004,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047011005,0.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047011006,0.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047012000,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047012001,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047012002,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047012003,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047012004,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047012005,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047012006,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047012007,0.0,32.0,42.0,56.0,80.0,109.0,159.0,174.0
360290047021000,18.0,31.0,42.0,56.0,81.0,109.0,159.0,178.0
360290047021001,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047021002,18.0,31.0,42.0,56.0,81.0,110.0,154.0,178.0
360290047021003,18.0,31.0,42.0,56.0,81.0,110.0,154.0,178.0
360290047021004,18.0,32.0,42.0,56.0,81.0,109.0,159.0,174.0
360290047021005,18.0,32.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047021006,18.0,32.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047021007,18.0,32.0,42.0,56.0,81.0,109.0,159.0,174.0
360290047022000,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047022001,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047022002,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047022003,18.0,31.0,39.0,56.0,81.0,109.0,154.0,174.0
360290047022004,18.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047022005,18.0,32.0,42.0,56.0,81.0,109.0,154.0,174.0
360290047022006,18.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047022007,18.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047022008,0.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047022009,0.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047022010,0.0,32.0,42.0,56.0,80.0,109.0,154.0,174.0
360290047023000,18.0,31.0,42.0,56.0,81.0,110.0,154.0,178.0
360290047023001,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047023002,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047023003,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290047023004,18.0,31.0,42.0,56.0,81.0,109.0,154.0,178.0
360290048001000,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048001001,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048001002,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048001003,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048001004,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048001005,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048001006,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048001007,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048002000,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002001,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002002,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048002003,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002004,18.0,31.0,39.0,56.0,81.0,112.0,154.0,178.0
360290048002005,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002006,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002007,18.0,31.0,39.0,57.0,81.0,112.0,154.0,178.0
360290048002008,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048002009,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002010,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002011,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002012,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002013,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048002014,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290048003000,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003001,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003002,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003003,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003004,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003005,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003006,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003007,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003008,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003009,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003010,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003011,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290048003012,18.0,31.0,39.0,56.0,81.0,110.0,154.0,178.0
360290048003013,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290049011000,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049011001,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049011002,17.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049011003,17.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049011004,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049011005,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049012000,17.0,19.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049012001,17.0,19.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049012002,17.0,19.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049012003,17.0,19.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049012004,17.0,19.0,39.0,62.0,81.0,112.0,153.0,178.0
360290049021000,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290049021001,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290049021002,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049021003,18.0,31.0,39.0,63.0,81.0,110.0,153.0,178.0
360290049021004,18.0,31.0,39.0,63.0,81.0,110.0,153.0,178.0
360290049021005,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290049021006,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290049022000,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290049022001,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290049022002,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049022003,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049022004,18.0,31.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049022005,17.0,19.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049022006,17.0,19.0,39.0,62.0,81.0,110.0,153.0,178.0
360290049023000,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290049023001,17.0,19.0,39.0,62.0,96.0,110.0,153.0,178.0
360290049023002,17.0,19.0,39.0,62.0,96.0,110.0,153.0,178.0
360290049023003,17.0,19.0,39.0,62.0,96.0,110.0,153.0,178.0
360290049023004,17.0,19.0,39.0,62.0,96.0,112.0,153.0,178.0
360290049023005,17.0,19.0,39.0,62.0,96.0,112.0,153.0,178.0
360290050001000,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050001001,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290050001002,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290050001003,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290050001004,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290050001005,17.0,19.0,39.0,62.0,96.0,112.0,153.0,177.0
360290050002000,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290050002001,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290050002002,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050002003,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050002004,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050002005,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050003000,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050003001,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290050003002,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290050003003,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050003004,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290050003005,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290051001000,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001001,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001002,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001003,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001004,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001005,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001006,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001007,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051001008,18.0,31.0,39.0,63.0,81.0,110.0,154.0,178.0
360290051001009,18.0,31.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051001010,18.0,31.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051001011,18.0,31.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051001012,18.0,31.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051001013,18.0,31.0,39.0,62.0,81.0,110.0,154.0,178.0
360290051002000,17.0,31.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051002001,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051002002,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051002003,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051003000,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051003001,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051003002,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051003003,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051003004,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051003005,17.0,19.0,39.0,63.0,81.0,110.0,153.0,178.0
360290051004000,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290051004001,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290051004002,17.0,19.0,39.0,63.0,96.0,110.0,153.0,178.0
360290051004003,17.0,19.0,39.0,62.0,96.0,110.0,153.0,178.0
360290052011000,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290052011001,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290052011002,18.0,31.0,38.0,62.0,81.0,112.0,154.0,178.0
360290052011003,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290052011004,18.0,31.0,39.0,62.0,81.0,112.0,154.0,173.0
360290052011005,18.0,31.0,39.0,62.0,81.0,112.0,154.0,173.0
360290052011006,18.0,31.0,38.0,62.0,81.0,112.0,154.0,173.0
360290052011007,18.0,31.0,38.0,62.0,81.0,112.0,154.0,173.0
360290052011008,18.0,31.0,38.0,62.0,81.0,110.0,154.0,178.0
360290052012000,18.0,31.0,39.0,57.0,81.0,110.0,154.0,174.0
360290052012001,18.0,31.0,39.0,57.0,81.0,110.0,154.0,178.0
360290052012002,18.0,31.0,38.0,57.0,81.0,110.0,154.0,178.0
360290052012003,18.0,31.0,38.0,62.0,81.0,110.0,154.0,178.0
360290052012004,18.0,31.0,38.0,57.0,81.0,110.0,154.0,174.0
360290052012005,18.0,31.0,39.0,57.0,81.0,110.0,154.0,174.0
360290052013000,18.0,31.0,38.0,57.0,78.0,110.0,154.0,173.0
360290052013001,18.0,31.0,38.0,57.0,78.0,110.0,154.0,173.0
360290052013002,18.0,31.0,39.0,57.0,81.0,110.0,154.0,174.0
360290052013003,18.0,31.0,38.0,57.0,78.0,110.0,154.0,174.0
360290052013004,18.0,31.0,38.0,57.0,78.0,110.0,154.0,174.0
360290052013005,18.0,31.0,38.0,62.0,78.0,110.0,154.0,173.0
360290052013006,18.0,31.0,38.0,62.0,78.0,111.0,159.0,173.0
360290052013007,17.0,23.0,38.0,62.0,81.0,111.0,152.0,173.0
360290052013008,17.0,23.0,38.0,62.0,81.0,111.0,152.0,173.0
360290052013009,4.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052014000,18.0,31.0,38.0,62.0,78.0,110.0,154.0,173.0
360290052014001,18.0,19.0,38.0,62.0,78.0,112.0,154.0,173.0
360290052014002,18.0,19.0,38.0,62.0,81.0,112.0,154.0,173.0
360290052014003,18.0,31.0,38.0,62.0,78.0,110.0,154.0,173.0
360290052014004,18.0,31.0,38.0,62.0,78.0,110.0,154.0,178.0
360290052014005,18.0,19.0,38.0,62.0,78.0,110.0,154.0,173.0
360290052014006,17.0,19.0,38.0,62.0,78.0,112.0,154.0,173.0
360290052021000,4.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052021001,4.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052021002,4.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052021003,4.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052021004,9.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052021005,4.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052021006,9.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052021007,9.0,27.0,48.0,62.0,78.0,111.0,152.0,173.0
360290052021008,9.0,27.0,48.0,74.0,78.0,111.0,145.0,173.0
360290052021009,9.0,27.0,48.0,74.0,78.0,111.0,152.0,173.0
360290052021010,9.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290052022000,4.0,23.0,38.0,57.0,78.0,111.0,152.0,173.0
360290052022001,9.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290052022002,18.0,23.0,38.0,57.0,78.0,111.0,152.0,173.0
360290052022003,18.0,23.0,38.0,57.0,78.0,111.0,152.0,173.0
360290052022004,18.0,23.0,38.0,57.0,78.0,111.0,152.0,173.0
360290052022005,18.0,23.0,38.0,57.0,78.0,111.0,152.0,173.0
360290052022006,9.0,23.0,38.0,57.0,78.0,111.0,152.0,173.0
360290052022007,9.0,23.0,48.0,62.0,78.0,111.0,152.0,173.0
360290052022008,9.0,23.0,48.0,62.0,78.0,111.0,152.0,173.0
360290052022009,4.0,23.0,48.0,57.0,78.0,111.0,152.0,173.0
360290052022010,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290053001000,18.0,19.0,39.0,62.0,81.0,112.0,145.0,173.0
360290053001001,18.0,19.0,39.0,62.0,81.0,112.0,145.0,173.0
360290053001002,18.0,19.0,39.0,62.0,81.0,112.0,145.0,173.0
360290053001003,17.0,19.0,39.0,62.0,81.0,112.0,145.0,173.0
360290053001004,17.0,19.0,38.0,62.0,81.0,112.0,145.0,173.0
360290053001005,17.0,19.0,38.0,62.0,81.0,112.0,145.0,173.0
360290053001006,17.0,23.0,38.0,62.0,81.0,112.0,152.0,173.0
360290053001007,17.0,23.0,38.0,62.0,78.0,111.0,159.0,173.0
360290053001008,17.0,19.0,38.0,62.0,78.0,111.0,159.0,173.0
360290053001009,18.0,31.0,38.0,62.0,78.0,111.0,159.0,173.0
360290053001010,17.0,31.0,38.0,62.0,78.0,111.0,152.0,173.0
360290053001011,17.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290053001012,17.0,23.0,38.0,62.0,81.0,112.0,152.0,173.0
360290053001013,17.0,23.0,38.0,62.0,81.0,112.0,145.0,173.0
360290053001014,17.0,19.0,39.0,62.0,81.0,112.0,145.0,173.0
360290053001015,17.0,20.0,39.0,62.0,81.0,112.0,145.0,173.0
360290053002000,17.0,19.0,39.0,62.0,81.0,112.0,145.0,173.0
360290053002001,17.0,19.0,38.0,62.0,81.0,112.0,145.0,173.0
360290053002002,17.0,20.0,38.0,62.0,81.0,112.0,145.0,173.0
360290053002003,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290053002004,9.0,28.0,38.0,62.0,78.0,111.0,145.0,173.0
360290053002005,9.0,28.0,38.0,62.0,78.0,111.0,145.0,173.0
360290053002006,9.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290053002007,9.0,28.0,38.0,62.0,78.0,111.0,152.0,173.0
360290053002008,17.0,28.0,38.0,62.0,81.0,112.0,145.0,173.0
360290053002009,9.0,23.0,38.0,62.0,78.0,111.0,152.0,173.0
360290053002010,9.0,28.0,38.0,62.0,78.0,111.0,145.0,173.0
360290053002011,17.0,23.0,38.0,62.0,81.0,112.0,145.0,173.0
360290054001000,17.0,19.0,39.0,62.0,96.0,112.0,153.0,177.0
360290054001001,17.0,19.0,38.0,62.0,96.0,112.0,153.0,177.0
360290054001002,17.0,19.0,38.0,62.0,96.0,112.0,153.0,178.0
360290054001003,17.0,19.0,39.0,62.0,81.0,112.0,153.0,178.0
360290054001004,17.0,19.0,39.0,62.0,81.0,112.0,145.0,178.0
360290054001005,17.0,20.0,38.0,62.0,97.0,112.0,145.0,178.0
360290054001006,17.0,19.0,38.0,62.0,96.0,112.0,153.0,177.0
360290054001007,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290054001008,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290054001009,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290054001010,17.0,20.0,38.0,62.0,97.0,112.0,145.0,178.0
360290054001011,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054001012,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054001013,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054001014,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054002000,17.0,19.0,39.0,62.0,96.0,112.0,153.0,177.0
360290054002001,17.0,20.0,39.0,62.0,96.0,112.0,153.0,177.0
360290054002002,17.0,20.0,39.0,62.0,96.0,112.0,153.0,177.0
360290054002003,17.0,19.0,38.0,62.0,96.0,112.0,153.0,177.0
360290054002004,17.0,20.0,38.0,62.0,96.0,112.0,153.0,177.0
360290054002005,17.0,20.0,38.0,62.0,96.0,112.0,153.0,177.0
360290054002006,17.0,20.0,38.0,62.0,96.0,112.0,153.0,177.0
360290054003000,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290054003001,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290054003002,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290054003003,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290054003004,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054003005,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054003006,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054003007,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290054004000,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290054004001,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290054004002,17.0,19.0,39.0,62.0,81.0,112.0,153.0,178.0
360290054004003,17.0,19.0,39.0,62.0,81.0,112.0,145.0,178.0
360290054004004,18.0,31.0,39.0,62.0,81.0,112.0,154.0,178.0
360290054004005,18.0,19.0,39.0,62.0,81.0,112.0,154.0,178.0
360290055001000,17.0,20.0,39.0,63.0,96.0,112.0,153.0,177.0
360290055001001,17.0,20.0,39.0,63.0,96.0,112.0,153.0,177.0
360290055001002,17.0,20.0,39.0,63.0,96.0,112.0,153.0,177.0
360290055001003,17.0,20.0,38.0,63.0,96.0,112.0,153.0,177.0
360290055001004,17.0,20.0,38.0,62.0,96.0,112.0,153.0,177.0
360290055001005,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290055001006,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290055002000,8.0,20.0,38.0,63.0,96.0,112.0,153.0,177.0
360290055002001,8.0,20.0,38.0,63.0,96.0,112.0,153.0,177.0
360290055002002,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055002003,8.0,20.0,38.0,62.0,97.0,112.0,145.0,177.0
360290055002004,8.0,20.0,38.0,62.0,97.0,112.0,145.0,163.0
360290055003000,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055003001,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055003002,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055003003,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055003004,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055003005,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055003006,8.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
360290055003007,8.0,20.0,35.0,63.0,96.0,112.0,145.0,163.0
360290055003008,8.0,20.0,38.0,62.0,97.0,112.0,145.0,163.0
360290055003009,8.0,20.0,38.0,63.0,97.0,112.0,145.0,163.0
360290055003010,8.0,20.0,38.0,62.0,97.0,112.0,145.0,163.0
360290055003011,8.0,20.0,38.0,62.0,97.0,112.0,145.0,163.0
360290055003012,8.0,20.0,38.0,62.0,97.0,112.0,145.0,163.0
360290055004000,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290055004001,17.0,20.0,38.0,62.0,97.0,112.0,153.0,177.0
360290055004002,17.0,20.0,38.0,62.0,96.0,112.0,153.0,177.0
360290055004003,17.0,20.0,38.0,62.0,96.0,112.0,153.0,177.0
360290055004004,17.0,20.0,38.0,62.0,97.0,112.0,145.0,173.0
360290056001000,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056001001,17.0,19.0,35.0,63.0,96.0,110.0,153.0,177.0
360290056001002,17.0,19.0,35.0,63.0,96.0,110.0,153.0,177.0
360290056001003,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056001004,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056001005,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056001006,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002000,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002001,17.0,19.0,35.0,63.0,96.0,110.0,153.0,177.0
360290056002002,17.0,19.0,35.0,63.0,96.0,110.0,153.0,177.0
360290056002003,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002004,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002005,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002006,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002007,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002008,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056002009,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056003000,17.0,19.0,39.0,63.0,96.0,112.0,153.0,177.0
360290056003001,17.0,19.0,39.0,63.0,96.0,112.0,153.0,177.0
360290056003002,17.0,19.0,39.0,63.0,96.0,112.0,153.0,177.0
360290056003003,17.0,19.0,39.0,63.0,96.0,112.0,153.0,177.0
360290056003004,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056003005,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056003006,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056003007,17.0,19.0,39.0,63.0,96.0,112.0,153.0,177.0
360290056003008,17.0,19.0,39.0,63.0,96.0,110.0,153.0,177.0
360290056003009,17.0,20.0,39.0,63.0,96.0,112.0,145.0,177.0
360290056003010,17.0,20.0,38.0,63.0,96.0,112.0,145.0,177.0
