GEOID,District0,District1
01083020806,2964.0,3044.0
01083020900,2964.0,3044.0
01083021000,2964.0,3044.0
01083021101,2964.0,3044.0
01083021102,2964.0,3044.0
01083021201,2964.0,3044.0
01083021202,2964.0,3044.0
01083021203,2964.0,3044.0
01085780800,18.0,6671.0
01085781000,18.0,6671.0
01085781100,18.0,6671.0
01085781200,18.0,6671.0
01087231400,812.0,6670.0
01087231500,812.0,6670.0
01087231601,812.0,6670.0
01087231602,812.0,6670.0
01087231603,812.0,6670.0
01087231700,812.0,6670.0
01087231800,812.0,6670.0
01087231900,812.0,6670.0
01087232000,812.0,6670.0
01087232100,812.0,6670.0
01087232200,812.0,6670.0
01087232300,812.0,6670.0
01089000203,2964.0,3044.0
01089000301,2964.0,3044.0
01089000302,2964.0,3044.0
01089000403,2964.0,3044.0
01089000501,2964.0,3044.0
01089000502,2964.0,3044.0
01089000503,2964.0,3044.0
01089000601,2964.0,3044.0
01089000602,2964.0,3044.0
01089000701,2964.0,3044.0
01089000702,2964.0,3044.0
01089000901,2964.0,3044.0
01089000902,2964.0,3044.0
01089001000,2964.0,3044.0
01089001200,2964.0,3044.0
01089001301,2964.0,3044.0
01089001302,2964.0,3044.0
01089001401,2964.0,3044.0
01089001403,2964.0,3044.0
01089001404,2964.0,3044.0
01089001500,2964.0,3044.0
01089001700,2964.0,3044.0
01089001801,2964.0,3044.0
01089001901,2964.0,3044.0
01089001902,2964.0,3044.0
01089001903,2964.0,3044.0
01089002000,2964.0,3044.0
01089002100,2964.0,3044.0
01089002200,2964.0,3044.0
01089002300,2964.0,3044.0
01089002400,2964.0,3044.0
01089002501,2964.0,3044.0
01089002502,2964.0,3044.0
01089002600,2964.0,3044.0
01089002701,2964.0,3044.0
01089002721,2964.0,3044.0
01089002722,2964.0,3044.0
01089002801,2964.0,3044.0
01089002803,2964.0,3044.0
01089002804,2964.0,3044.0
01089002911,2964.0,3044.0
01089002912,2964.0,3044.0
01089002922,2964.0,3044.0
01089002923,2964.0,3044.0
01089002924,2964.0,3044.0
01089003000,2964.0,3044.0
01089003100,2964.0,3044.0
01089010101,2964.0,3044.0
01089010102,2964.0,3044.0
01089010200,2964.0,3044.0
01089010302,2964.0,3044.0
01089010303,2964.0,3044.0
01089010304,2964.0,3044.0
01089010403,2964.0,3044.0
01089010404,2964.0,3044.0
01089010405,2964.0,3044.0
01089010406,2964.0,3044.0
01089010502,2964.0,3044.0
01089010503,2964.0,3044.0
01089010504,2964.0,3044.0
01089010612,2964.0,3044.0
01089010623,2964.0,3044.0
01089010625,2964.0,3044.0
01089010626,2964.0,3044.0
01089010627,2964.0,3044.0
01089010628,2964.0,3044.0
01089010629,2964.0,3044.0
01089010630,2964.0,3044.0
01089010631,2964.0,3044.0
01089010703,2964.0,3044.0
01089010704,2964.0,3044.0
01089010705,2964.0,3044.0
01089010706,2964.0,3044.0
01089010801,2964.0,3044.0
01089010802,2964.0,3044.0
01089010902,2964.0,3044.0
01089010903,2964.0,3044.0
01089010904,2964.0,3044.0
01089010905,2964.0,3044.0
01089011012,2964.0,3044.0
01089011013,2964.0,3044.0
01089011021,2964.0,3044.0
01089011023,2964.0,3044.0
01089011024,2964.0,3044.0
01089011025,2964.0,3044.0
01089011026,2964.0,3044.0
01089011027,2964.0,3044.0
01089011028,2964.0,3044.0
01089011100,2964.0,3044.0
01089011201,2964.0,3044.0
01089011202,2964.0,3044.0
01089011203,2964.0,3044.0
01089011301,2964.0,3044.0
01089011302,2964.0,3044.0
01089011400,2964.0,3044.0
01091972901,17.0,6671.0
01091972902,17.0,6671.0
01091973001,17.0,6671.0
01091973002,17.0,6671.0
01091973100,17.0,6671.0
01091973200,17.0,6671.0
01091973300,17.0,6671.0
01091973400,17.0,6671.0
01093964001,2431.0,3768.0
01093964002,2431.0,3768.0
01093964100,2431.0,3768.0
01093964200,2431.0,3768.0
01093964300,2431.0,3768.0
01093964401,2431.0,3768.0
01093964402,2431.0,3768.0
01093964500,2431.0,3768.0
01093964600,2431.0,3768.0
01093964701,2431.0,3768.0
01093964702,2431.0,3768.0
01095030101,2965.0,3044.0
01095030102,2965.0,3044.0
01095030203,2964.0,3044.0
01095030204,2964.0,3044.0
01095030205,2964.0,3044.0
01095030206,2964.0,3044.0
01095030301,2964.0,3044.0
01095030302,2964.0,3044.0
01095030401,2965.0,3044.0
01095030402,2965.0,3044.0
01095030501,2965.0,3044.0
01095030502,2965.0,3044.0
01095030601,2965.0,3044.0
01095030602,2965.0,3044.0
01095030701,2965.0,3044.0
01095030702,2965.0,3044.0
01095030801,2965.0,3044.0
01095030803,2965.0,3044.0
01095030804,2965.0,3044.0
01095030902,2965.0,3044.0
01095030903,2965.0,3044.0
01095030904,2965.0,3044.0
01095031001,2965.0,3044.0
01095031002,2965.0,3044.0
01095031100,2965.0,3044.0
01095031200,2965.0,3044.0
01097000200,18.0,6671.0
01097000401,18.0,6671.0
01097000402,18.0,6671.0
01097000500,18.0,6671.0
01097000600,18.0,6671.0
01097000701,18.0,6671.0
01097000702,18.0,6671.0
01097000801,18.0,6671.0
01097000802,18.0,6671.0
01097000901,18.0,6671.0
01097000902,18.0,6671.0
01097000903,18.0,6671.0
01097001001,18.0,6671.0
01097001002,18.0,6671.0
01097001100,18.0,6671.0
01097001200,18.0,6671.0
01097001302,18.0,6671.0
01097001400,18.0,6671.0
01097001501,18.0,6671.0
01097001502,18.0,6671.0
01097001800,18.0,6671.0
01097001901,18.0,6671.0
01097001902,18.0,6671.0
01097002000,18.0,6671.0
01097002100,18.0,6671.0
01097002200,18.0,6671.0
01097002301,18.0,6671.0
01097002302,18.0,6671.0
01097002400,18.0,6671.0
01097002501,18.0,6671.0
01097002502,18.0,6671.0
01097002600,17.0,6671.0
01097002700,17.0,6671.0
01097002800,17.0,6671.0
01097002900,18.0,6671.0
01097003000,18.0,6671.0
