GEOID20,District0,District1
360290169002000,27.0,60.0
360290169002001,27.0,60.0
360290169002002,27.0,60.0
360290169002003,27.0,60.0
360290169002004,27.0,60.0
360290169003000,27.0,60.0
360290169003001,27.0,60.0
360290169003002,27.0,60.0
360290169003003,27.0,60.0
360290169003004,27.0,60.0
360290169003005,27.0,60.0
360290169004000,27.0,59.0
360290169004001,27.0,59.0
360290169004002,27.0,60.0
360290169004003,27.0,60.0
360290169004004,27.0,60.0
360290169004005,27.0,60.0
360290169004006,27.0,60.0
360290169004007,27.0,60.0
360290169004008,27.0,60.0
360290169004009,27.0,60.0
360290170001000,21.0,70.0
360290170001001,21.0,70.0
360290170001002,21.0,70.0
360290170001003,21.0,70.0
360290170001004,21.0,70.0
360290170001005,21.0,70.0
360290170001006,21.0,70.0
360290170001007,21.0,70.0
360290170001008,21.0,70.0
360290170001009,21.0,70.0
360290170001010,21.0,70.0
360290170002000,21.0,70.0
360290170002001,21.0,70.0
360290170002002,21.0,70.0
360290170002003,21.0,70.0
360290170002004,21.0,70.0
360290170002005,21.0,70.0
360290170002006,21.0,71.0
360290170002007,21.0,70.0
360290170002008,21.0,70.0
360290170002009,21.0,71.0
360290170002010,21.0,70.0
360290170002011,21.0,70.0
360290170002012,21.0,70.0
360290170002013,21.0,59.0
360290170002014,21.0,59.0
360290170002015,21.0,71.0
360290170002016,21.0,71.0
360290170002017,21.0,59.0
360290170003000,21.0,71.0
360290170003001,21.0,71.0
360290170003002,21.0,59.0
360290170003003,21.0,59.0
360290170003004,21.0,59.0
360290170003005,21.0,59.0
360290170003006,21.0,59.0
360290170003007,21.0,59.0
360290170003008,21.0,59.0
360290170003009,21.0,59.0
360290170003010,21.0,59.0
360290170003011,21.0,59.0
360290171001002,26.0,61.0
360290171001003,26.0,61.0
360290171001006,26.0,61.0
360290171001007,26.0,61.0
360290171001008,26.0,61.0
360290171001009,26.0,61.0
360290171001010,26.0,61.0
360290171001011,26.0,61.0
360290171001012,26.0,61.0
360290171001013,26.0,61.0
360290171001014,26.0,61.0
360290171001015,26.0,61.0
360290171001016,26.0,61.0
360290171001017,26.0,61.0
360290171001018,26.0,61.0
360290171002000,26.0,61.0
360290171002001,26.0,61.0
360290171002002,26.0,61.0
360290171002003,26.0,61.0
360290171002004,26.0,61.0
360290171002005,26.0,61.0
360290171003000,26.0,61.0
360290171003001,26.0,61.0
360290171003002,26.0,61.0
360290171003003,26.0,60.0
360290171003004,26.0,60.0
360290171003005,26.0,60.0
360290171004000,26.0,61.0
360290171004001,26.0,61.0
360290171004002,26.0,61.0
360290171004003,26.0,61.0
360290171004004,26.0,61.0
360290171004005,26.0,61.0
360290171005000,26.0,61.0
360290171005001,26.0,61.0
360290171005002,26.0,61.0
360290171005003,26.0,61.0
360290171005004,26.0,61.0
360290171005005,26.0,61.0
360290171005006,26.0,61.0
360290171005007,26.0,61.0
360290171005008,26.0,61.0
360299800001000,26.0,61.0
360299800001001,26.0,61.0
360299805001000,20.0,70.0
360299805001001,20.0,70.0
360299805001002,20.0,70.0
360299805001003,20.0,70.0
360299805001004,20.0,70.0
360299805001005,20.0,70.0
360299805001006,20.0,70.0
360299805001007,20.0,71.0
